rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.28799,41.560455,13.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.68,619.43,-198.24,24.3,1,q1_q17_dr25_tce,5948,161,-178,4.508,0.05,-0.2,0.901,0.271,-0.09,298.77325,41.214729,14.554
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7903.84,5082.12,-4259.41,62.3,1,q1_q17_dr25_tce,8090,226,-340,4.002,0.198,-0.132,2.234,0.476,-0.581,292.61194,43.305141,10.47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,1.36,-1.02,235.7,1,q1_q17_dr25_tce,5873,93,-129,4.293,0.12,-0.12,1.235,0.213,-0.194,291.65317,44.688271,13.492
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.42,282.72,-175.25,19.6,1,q1_q17_dr25_tce,4768,143,-129,4.628,0.02,-0.06,0.711,0.064,-0.043,291.17068,38.008591,15.723
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518.78,1136.62,-2053.98,22.2,1,q1_q17_dr25_tce,5772,78,-86,3.364,0.256,-0.08,4.434,0.531,-1.486,294.52557,38.204632,14.313
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.78,110.12,-60.87,37.5,1,q1_q17_dr25_tce,6049,72,-91,4.353,0.076,-0.114,1.176,0.184,-0.107,292.7131,38.358212,14.818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.51,39.62,-21.9,10.9,2,q1_q17_dr25_tce,6049,72,-91,4.353,0.076,-0.114,1.176,0.184,-0.107,292.7131,38.358212,14.818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3248.17,2815.61,-909.69,37.5,1,q1_q17_dr25_tce,5901,158,-193,4.553,0.036,-0.204,0.848,0.251,-0.079,289.7962,38.351181,15.401
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.58,159.79,-265.44,41,1,q1_q17_dr25_tce,4941,49,-118,3.317,0.21,-0.105,4.885,0.701,-1.636,286.49042,38.374908,14.604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15822.49,9139.53,-9373.75,136.3,1,q1_q17_dr25_tce,6215,171,-171,3.849,0.293,-0.098,2.188,0.415,-0.711,292.77588,47.461689,13.079
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448.05,1305.68,-494.54,27,1,q1_q17_dr25_tce,6253,169,-207,4.415,0.087,-0.203,1.015,0.312,-0.134,295.79526,47.66396,14.187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,35.7,,,4500,153,-119,4.572,0.042,-0.028,0.726,0.039,-0.052,296.82162,47.354031,13.447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.09,23.51,-23.96,25.5,2,q1_q17_dr25_tce,5676,115,-104,4.1,0.203,-0.087,1.487,0.229,-0.344,295.92065,47.448608,13.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1,62.11,-44.33,1252.5,1,q1_q17_dr25_tce,3807,291,-291,4.762,0.12,-0.08,0.503,0.082,-0.122,292.0683,38.84227,15.715
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.43,419.83,-1290.11,267.4,1,q1_q17_dr25_tce,7221,114,-171,3.488,0.272,-0.048,4.24,0.227,-1.284,282.00031,48.542221,9.275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.78,377.78,-163.58,270.1,1,q1_q17_dr25_tce,6013,163,-181,4.381,0.128,-0.192,1.033,0.3,-0.161,297.31006,49.703041,13.652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4601.71,836.19,-2569.52,37.2,2,q1_q17_dr25_tce,7221,114,-171,3.488,0.272,-0.048,4.24,0.227,-1.284,282.00031,48.542221,9.275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.16,9.16,-6.52,71.2,1,q1_q17_dr25_tce,6247,75,-69,4.016,0.03,-0.027,1.762,0.112,-0.084,295.80267,45.988079,9.582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388.98,468.82,-366.72,53.6,1,q1_q17_dr25_tce,6202,74,-83,4.026,0.033,-0.027,1.733,0.118,-0.095,287.36182,38.714016,8.224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.62,67.51,-27.31,184.3,1,q1_q17_dr25_tce,7240,200,-343,4.178,0.072,-0.203,1.717,0.565,-0.242,290.94437,38.538868,9.729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.85,18.7,-18.94,35.6,1,q1_q17_dr25_tce,3995,126,-140,4.71,0.071,-0.044,0.561,0.054,-0.081,298.9917,41.074989,15.258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4349.62,2913.03,-1157.64,63.6,1,q1_q17_dr25_tce,5791,155,-173,4.575,0.038,-0.152,0.802,0.181,-0.072,291.82181,41.11269,14.797
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.47,170.73,-121.46,73.5,1,q1_q17_dr25_tce,5041,100,-100,4.576,0.028,-0.048,0.766,0.051,-0.037,296.86099,41.09734,13.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.91,206.66,-65.9,29.8,1,q1_q17_dr25_tce,6061,180,-198,4.486,0.05,-0.2,0.97,0.3,-0.1,294.16321,41.451801,15.391
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.39,505.26,-502.55,187.6,1,q1_q17_dr25_tce,6266,189,-207,3.923,0.443,-0.148,1.889,0.46,-0.854,299.39972,45.316051,13.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13331.51,4802.54,-7977.74,27.2,3,q1_q17_dr25_tce,4941,49,-118,3.317,0.21,-0.105,4.885,0.701,-1.636,286.49042,38.374908,14.604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3354.56,1208.44,-2007.41,24.5,4,q1_q17_dr25_tce,4941,49,-118,3.317,0.21,-0.105,4.885,0.701,-1.636,286.49042,38.374908,14.604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.6069,38.348061,14.792
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.62,142.27,-45.37,24.8,1,q1_q17_dr25_tce,5982,160,-195,4.493,0.054,-0.216,0.96,0.314,-0.105,287.44409,38.088428,14.794
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.13,67.14,-21.5,20.1,1,q1_q17_dr25_tce,5699,152,-169,4.553,0.033,-0.187,0.853,0.235,-0.073,292.27905,38.284531,15.212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.34,112.28,-42.14,105.3,1,q1_q17_dr25_tce,6276,169,-206,4.405,0.087,-0.203,1.041,0.326,-0.14,292.37476,37.630959,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.55,139.5,-64.68,39.6,1,q1_q17_dr25_tce,5534,163,-163,4.629,0.035,-0.112,0.707,0.118,-0.055,292.07849,38.631481,15.537
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.45,793.72,-255.78,298,1,q1_q17_dr25_tce,6715,161,-241,4.347,0.056,-0.224,1.241,0.441,-0.147,296.13391,38.999008,13.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.96,76.69,-82.41,154.6,1,q1_q17_dr25_tce,5751,77,-77,4.028,0.21,-0.09,1.626,0.268,-0.402,293.92599,38.73798,13.855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.49,3.84,-2.91,882.6,1,q1_q17_dr25_tce,5114,153,-138,4.522,0.084,-0.063,0.784,0.08,-0.08,286.86926,39.103729,15.187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.59,3611.67,-1708.3,195.2,2,q1_q17_dr25_tce,5555,166,-166,4.375,0.135,-0.18,1.061,0.282,-0.173,291.99988,38.437698,14.997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136609.48,117403.45,-34984.84,76.7,1,q1_q17_dr25_tce,4283,77,-60,2.012,0.112,-0.137,15.76,4.978,-1.778,292.71964,48.852016,10.523
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.48,143.16,-206.57,249.3,1,q1_q17_dr25_tce,6362,129,-116,3.761,0.225,-0.075,2.534,0.305,-0.712,284.02679,49.415428,10.988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401588.95,232894.16,-237326.16,56.3,1,q1_q17_dr25_tce,3598,78,-78,0.65,0.258,-0.211,101.451,20.714,-33.66,298.80411,40.843563,10.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.41,110.58,-75.58,221.1,1,q1_q17_dr25_tce,8214,226,-340,4.104,0.145,-0.145,1.938,0.454,-0.413,295.59872,50.720669,10.376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5563.95,576.45,-530.81,6.1,,,5066,75,-75,3.122,0.008,-0.008,5.324,0.107,-0.107,283.73642,44.71331,10.733
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.51,87.21,-73.46,66.9,1,q1_q17_dr25_tce,4506,121,-135,4.626,0.042,-0.028,0.651,0.053,-0.053,291.76196,37.09864,15.47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,14.74,-12.7,60.9,2,q1_q17_dr25_tce,6038,120,-120,4.082,0.18,-0.12,1.744,0.325,-0.398,295.58658,45.364979,13.675
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66,31.49,-26.5,29.8,1,q1_q17_dr25_tce,5839,105,-105,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.41,106.17,-89.32,17.7,2,q1_q17_dr25_tce,5839,105,-105,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.14,4.99,-4.19,15.5,3,q1_q17_dr25_tce,5839,105,-105,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.21,9.13,-7.67,11.8,4,q1_q17_dr25_tce,5839,105,-105,4.327,0.156,-0.104,1.067,0.156,-0.172,290.51047,41.24482,15.381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.33,833.59,-669.43,21.1,1,q1_q17_dr25_tce,5553,74,-74,4.32,0.137,-0.1,1.107,0.161,-0.161,290.60794,41.201092,15.376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.27,22.61,-7.99,35.2,1,q1_q17_dr25_tce,6085,182,-200,4.451,0.081,-0.202,0.973,0.302,-0.121,289.7767,38.26228,14.633
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1,26.4,-17.4,42.2,1,q1_q17_dr25_tce,5952,119,-119,4.287,0.12,-0.12,1.225,0.207,-0.17,291.97617,38.05508,13.703
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.59,5.56,-3.66,36.1,2,q1_q17_dr25_tce,5952,119,-119,4.287,0.12,-0.12,1.225,0.207,-0.17,291.97617,38.05508,13.703
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.84,177.07,-82.81,24,1,q1_q17_dr25_tce,5766,156,-173,4.363,0.132,-0.181,1.068,0.287,-0.167,290.13492,38.404221,14.928
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.94,56.49,-48.16,38.7,1,q1_q17_dr25_tce,5765,105,-116,4.236,0.168,-0.112,1.242,0.188,-0.209,291.42358,38.216591,13.974
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.21,104.54,-41.16,115.3,1,q1_q17_dr25_tce,6122,183,-220,4.471,0.048,-0.192,0.996,0.276,-0.118,295.29193,38.964588,15.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.12,621.75,-236.53,103.4,1,q1_q17_dr25_tce,5778,154,-188,4.531,0.03,-0.17,0.911,0.217,-0.078,291.44507,38.637211,14.942
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.42,177.73,-162.78,182.2,1,q1_q17_dr25_tce,3920,141,-156,4.7,0.071,-0.033,0.55,0.055,-0.073,285.08026,39.18211,15.432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11424.49,5918.75,-7549.72,148,1,q1_q17_dr25_tce,6261,175,-159,3.686,0.323,-0.108,2.789,0.463,-1.079,291.47629,38.50058,11.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38,6.29,-2.43,103.4,1,q1_q17_dr25_tce,5587,166,-166,4.528,0.055,-0.165,0.853,0.211,-0.09,294.74054,39.015511,15.593
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.07,14.87,-9.97,243.5,1,q1_q17_dr25_tce,6198,111,-136,4.237,0.13,-0.117,1.324,0.247,-0.202,300.51712,44.38158,13.914
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.57,2736.28,-422.47,24.2,,,7443,226,-320,4.166,0.08,-0.414,1.739,1.28,-0.232,289.87411,49.68549,12.616
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.31,56.73,-28.39,19.4,1,q1_q17_dr25_tce,5296,105,-105,4.576,0.015,-0.085,0.815,0.08,-0.034,291.0488,36.839882,11.631
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.4,432.41,-232.91,22.2,1,q1_q17_dr25_tce,5346,159,-159,4.44,0.135,-0.18,0.892,0.179,-0.119,298.44775,47.264999,14.606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.36,20.32,-18.5,38.4,1,q1_q17_dr25_tce,5251,105,-105,4.494,0.072,-0.048,0.849,0.056,-0.063,291.92596,38.014118,14.138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,1.04,-0.95,17.4,2,q1_q17_dr25_tce,5251,105,-105,4.494,0.072,-0.048,0.849,0.056,-0.063,291.92596,38.014118,14.138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.41,370.35,-279.35,48.8,2,q1_q17_dr25_tce,5873,93,-129,4.293,0.12,-0.12,1.235,0.213,-0.194,291.65317,44.688271,13.492
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52428.3,25780.62,-42182.54,8.6,,,5234,70,-142,2.41,0.255,-0.114,16.959,3.211,-9.038,288.68259,41.30732,11.899
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.08,28.03,-17.42,59.2,1,q1_q17_dr25_tce,5589,169,-152,4.193,0.3,-0.2,1.239,0.371,-0.371,288.44287,41.17218,13.698
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090.14,7186.45,-2346.7,54.4,,,7117,204,-287,4.176,0.157,-0.263,1.469,0.687,-0.298,293.2735,41.25769,13.473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7759.2,4785.96,-3960.18,34.7,1,q1_q17_dr25_tce,6802,183,-224,4.103,0.221,-0.119,1.521,0.313,-0.383,298.13794,41.334358,11.558
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,4.7,-2.06,58.1,1,q1_q17_dr25_tce,6148,165,-202,4.346,0.128,-0.192,1.095,0.33,-0.178,286.49072,37.489979,13.884
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.25,181.87,-94.92,38,1,q1_q17_dr25_tce,5751,104,-115,4.447,0.063,-0.117,0.983,0.149,-0.08,290.88467,38.057571,13.333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.62,306.5,-510.73,38.9,1,q1_q17_dr25_tce,6353,128,-115,3.698,0.248,-0.078,2.867,0.295,-0.826,291.03192,38.21196,12.808
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.11,104.98,-69.08,19.1,1,q1_q17_dr25_tce,5973,107,-131,4.371,0.099,-0.121,1.07,0.168,-0.126,291.65097,38.028179,13.835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.02,76.73,-36.24,27.2,1,q1_q17_dr25_tce,5370,187,-187,4.494,0.074,-0.137,0.874,0.178,-0.096,294.49011,38.194126,11.157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26,3.51,-1.74,71.6,1,q1_q17_dr25_tce,5697,173,-173,4.392,0.171,-0.19,0.92,0.25,-0.167,287.88812,39.078709,15.289
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.59,5.2,-2.59,28.1,1,q1_q17_dr25_tce,4362,87,-78,4.722,0.012,-0.051,0.554,0.042,-0.017,293.80441,38.63913,15.842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.08,2.55,-1.26,14.4,3,q1_q17_dr25_tce,4362,87,-78,4.722,0.012,-0.051,0.554,0.042,-0.017,293.80441,38.63913,15.842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8,13.83,-6.9,14.9,2,q1_q17_dr25_tce,4362,87,-78,4.722,0.012,-0.051,0.554,0.042,-0.017,293.80441,38.63913,15.842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.46,35.02,-23.47,79.3,3,q1_q17_dr25_tce,6198,111,-136,4.237,0.13,-0.117,1.324,0.247,-0.202,300.51712,44.38158,13.914
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.01,118.28,-58.22,41,1,q1_q17_dr25_tce,5511,98,-120,4.554,0.018,-0.102,0.857,0.101,-0.04,295.57416,42.806438,12.55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.37,11.58,-7.64,41.9,1,q1_q17_dr25_tce,5095,101,-101,4.566,0.032,-0.052,0.78,0.055,-0.035,291.36478,37.609169,13.562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.33,3.68,-2.42,26.3,2,q1_q17_dr25_tce,5095,101,-101,4.566,0.032,-0.052,0.78,0.055,-0.035,291.36478,37.609169,13.562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.62,-1.24,63,,,5619,173,-156,4.536,0.03,-0.291,0.874,0.366,-0.067,296.38229,48.045311,15.488
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386.13,2041.12,-634.48,121.1,1,q1_q17_dr25_tce,5619,169,-169,4.536,0.035,-0.196,0.874,0.248,-0.078,296.38229,48.045311,15.488
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.54,252.01,-267.02,1225.3,1,q1_q17_dr25_tce,6063,108,-145,4.261,0.055,-0.045,1.358,0.088,-0.107,285.24084,46.668251,13.958
